hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.windowWidth	Answer.windowHeight	Answer.browser	Answer.listNumber	Answer.age	Answer.language	Answer.americanenglish	Answer.comments	Response0	List0	ID0	Condition0	Adj0	Context0	Target0	Response1	List1	ID1	Condition1	Adj1	Context1	Target1	Response2	List2	ID2	Condition2	Adj2	Context2	Target2	Response3	List3	ID3	Condition3	Adj3	Context3	Target3	Response4	List4	ID4	Condition4	Adj4	Context4	Target4	Response5	List5	ID5	Condition5	Adj5	Context5	Target5	Response6	List6	ID6	Condition6	Adj6	Context6	Target6	Response7	List7	ID7	Condition7	Adj7	Context7	Target7	Response8	List8	ID8	Condition8	Adj8	Context8	Target8	Response9	List9	ID9	Condition9	Adj9	Context9	Target9	Response10	List10	ID10	Condition10	Adj10	Context10	Target10	Response11	List11	ID11	Condition11	Adj11	Context11	Target11	Response12	List12	ID12	Condition12	Adj12	Context12	Target12	Response13	List13	ID13	Condition13	Adj13	Context13	Target13
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VSOLARPKBA84F897EVLNXPFSYP39G	AENW881YO2H8S	Approved	Tue Aug 26 13:31:14 CEST 2014	Mon Aug 25 20:49:25 CEST 2014	Mon Aug 25 20:51:14 CEST 2014	Mon Aug 25 23:04:26 CEST 2014					1295	600	"""Chrome"""	23	"""30"""	"""english"""	"""Yes"""	""""""	5	24	57-mean-CnC	CnC	mean	Jack's_daughter_made_a_mistake_in_her_homework.	He_made_fun_of_her.	7	24	3-smart-CxC	CxC	smart	Jane_wanted_to_get_a_good_job.	She_went_to_school.	6	24	45-polite-CnC	CnC	polite	Chad_was_accidentally_tripped_by_a_little_girl.	He_gave_her_a_friendly_smile.	5	24	38-foolish-CnC	CnC	foolish	Kate_read_a_fantasy_novel.	She_believed_in_vampires.	5	24	26-lucky-CnC	CnC	lucky	Eve_was_going_to_Hawaii_on_vacation.	She_got_a_room_with_a_view_of_the_beach.	4	24	20-brave-CnD	CnD	brave	Greg_witnessed_a_knife_fight.	He_watched_from_a_safe_distance.	1	24	12-stupid-CnD	CnD	stupid	Zack_inherited_a_lot_of_money.	He_invested_it.__	6	24	15-fortunate-CxC	CxC	fortunate	Sue_spontaneously_went_to_the_beach.	She_was_wearing_flip-flops.	7	24	33-wise-CnC	CnC	wise	Paul_ran_a_marathon_on_Sunday.	He_went_to_bed_early_the_night_before.	6	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	6	24	50-rude-CxC	CxC	rude	Ann_got_reprimanded_by_her_boss.	She_ignored_him.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	39PAAFCODM1B03J6PU68XSIADPKVT4	ATCI5JMO9ORJ9	Approved	Tue Aug 26 13:31:20 CEST 2014	Mon Aug 25 20:49:37 CEST 2014	Mon Aug 25 20:51:20 CEST 2014	Mon Aug 25 23:04:26 CEST 2014					1216	600	"""Safari"""	22	"""22"""	"""English"""	"""Yes"""	""""""	6	23	12-stupid-CxC	CxC	stupid	Zack_is_lactose_intolerant.	He_drank_a_milk_shake.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	1	23	58-mean-CnD	CnD	mean	Jack_had_a_date_last_Sunday.	He_paid_for_dinner.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	7	23	17-fortunate-CnC	CnC	fortunate	Sue_was_visiting_New_York.	She_stayed_at_the_Ritz-Carlton.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	23	4-smart-CxC	CxC	smart	Jane_always_has_to_know_what_time_it_is.	She_bought_a_watch.	1	23	49-rude-CnD	CnD	rude	Ann_was_angry_at_her_sister_Carol.	She_explained_to_Carol_what_had_upset_her.	6	23	44-polite-CnC	CnC	polite	Chad_met_his_neighbor_for_the_first_time.	He_asked_about_his_children.	7	23	30-lucky-CnC	CnC	lucky	Eve_was_in_a_car_accident.	She_got_away_unscathed.	7	23	20-brave-CxC	CxC	brave	Greg_was_asked_to_speak_up_against_the_crime_boss.	He_agreed_to_do_it.	4	23	39-foolish-CnC	CnC	foolish	Kate_went_on_a_beach_vacation.	She_worked_insane_hours_every_day.	7	23	32-wise-CnC	CnC	wise	Paul_went_on_a_long_hike.	He_brought_plenty_of_water.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3STRJBFXOWSXKSPUQQS1VJ7TXRDKT7	AIC8CB12DQC0K	Approved	Tue Aug 26 13:31:23 CEST 2014	Mon Aug 25 20:47:57 CEST 2014	Mon Aug 25 20:51:23 CEST 2014	Mon Aug 25 23:04:26 CEST 2014					1071	600	"""Firefox"""	11	"""48"""	"""English"""	"""Yes"""	"""No%2C+everything+was+clear+and+I+enjoyed+it.++"""	3	12	35-wise-CxD	CxD	wise	Paul_was_offered_a_great_promotion.	He_refused.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	1	12	47-polite-CnD	CnD	polite	Chad_had_insulted_his_wife.	He_laughed_at_her_tears.	3	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	5	12	24-brave-CxC	CxC	brave	Greg_did_two_tours_in_Afghanistan.	He_shared_his_story.	1	12	51-rude-CnD	CnD	rude	Ann_was_tripped_by_a_little_boy.	She_gave_him_a_friendly_smile.	7	12	18-fortunate-CnC	CnC	fortunate	Sue_had_a_backstage_pass_for_a_Beyonce_concert.	She_got_to_chat_with_Beyonce.	3	12	1-smart-CnD	CnD	smart	Jane_wanted_to_get_a_good_job.	She_dropped_out_of_high_school.	5	12	60-mean-CnC	CnC	mean	Jack_was_watching_a_movie_at_the_theater.	He_kicked_the_seat_in_front_of_him_on_purpose.	7	12	10-stupid-CxC	CxC	stupid	Zack_saw_two_wasps_in_his_drink.	He_took_a_sip.	1	12	25-lucky-CnD	CnD	lucky	Eve_didn't_hear_her_alarm_clock_this_morning.	She_had_an_important_meeting_at_8am.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	3	12	40-foolish-CnC	CnC	foolish	Kate's_favorite_shampoo_was_on_sale.	She_bought_fifty_bottles.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3DY4FPOOA1PYKO6EL51DXDHSP4NVRR	AVI7UDWV0Y3W3	Approved	Tue Aug 26 13:31:30 CEST 2014	Mon Aug 25 20:49:13 CEST 2014	Mon Aug 25 20:51:30 CEST 2014	Mon Aug 25 23:04:26 CEST 2014					1603	600	"""Firefox"""	13	"""27"""	"""English"""	"""Yes"""	""""""	5	14	29-lucky-CnC	CnC	lucky	Eve_wanted_to_be_a_model.	She_had_beautiful_skin.	1	14	55-mean-CnD	CnD	mean	Jack_walked_past_an_old_man_with_a_cane.	He_helped_him_across_the_street.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	1	14	41-foolish-CnD	CnD	foolish	Kate's_doctor_told_her_to_lose_weight.	She_started_exercising.	1	14	43-polite-CnD	CnD	polite	Chad_was_visiting_his_grandmother.	He_insulted_her_caretaker.	7	14	22-brave-CnC	CnC	brave	Greg_saw_a_man_hit_a_dog.	He_stood_up_to_the_man.	1	14	8-stupid-CnD	CnD	stupid	Zack_left_the_bar_drunk.	He_called_a_taxi.	7	14	16-fortunate-CnC	CnC	fortunate	Sue_was_training_to_become_a_dancer.	She_had_a_great_sense_of_rhythm.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	5	14	52-rude-CxC	CxC	rude	Ann_was_watching_a_play._	She_made_a_call_on_her_cell_phone.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	4	14	33-wise-CxD	CxD	wise	Paul_went_into_the_public_pool.	He_wore_hiking_boots.	5	14	4-smart-CxD	CxD	smart	Jane_hates_keeping_track_of_time.	She_bought_a_watch.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3MTMREQS4VJJ0WK294KNOPBWW92WAV	A3M56D60TEX0R6	Approved	Tue Aug 26 13:31:38 CEST 2014	Mon Aug 25 20:49:47 CEST 2014	Mon Aug 25 20:51:38 CEST 2014	Mon Aug 25 23:04:26 CEST 2014					1836	600	"""Chrome"""	15	"""27"""	"""English"""	"""Yes"""	""""""	7	16	4-smart-CnC	CnC	smart	Jane_was_baby-sitting_for_her_sister.	She_kept_an_eye_on_the_baby_at_all_times.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	1	16	47-polite-CxD	CxD	polite	Chad_was_asked_to_move_to_the_left.	He_moved_to_the_right.	5	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	2	16	42-foolish-CxD	CxD	foolish	Kate_was_feeling_very_warm.	She_jumped_into_the_water.	4	16	59-mean-CxD	CxD	mean	Jack's_daughter_was_a_little_hungry.	He_gave_her_a_milk_shake.	2	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	16	51-rude-CnC	CnC	rude	Ann_was_tripped_by_a_little_boy.	She_swore_at_him_loudly.	1	16	31-wise-CxD	CxD	wise	Paul_bought_some_heroin_from_a_street_dealer.	He_asked_about_the_return_policy.	3	16	29-lucky-CnD	CnD	lucky	Eve_wanted_to_be_a_model.	She_had_bad_skin.	5	16	17-fortunate-CxC	CxC	fortunate	Sue_needed_a_present_for_her_sick_friend.	She_had_a_flower_bouquet.	5	16	23-brave-CnC	CnC	brave	Greg_wrote_a_controversial_article.	He_used_his_own_name.	7	16	9-stupid-CxC	CxC	stupid	Zack_was_sitting_in_the_bath_tub.	He_used_the_hair_dryer.	5	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3RXCAC0YIRQ9KM1NX1WR6VJDCXC8G4	A2OL18MGK5LEO7	Approved	Tue Aug 26 13:31:45 CEST 2014	Mon Aug 25 20:50:04 CEST 2014	Mon Aug 25 20:51:45 CEST 2014	Mon Aug 25 23:04:27 CEST 2014					1215	600	"""Explorer"""	8	"""32"""	"""English"""	"""Yes"""	""""""	1	9	13-fortunate-CxD	CxD	fortunate	Sue_was_riding_on_a_horse.	She_had_a_big_umbrella_with_her.	7	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	5	9	36-wise-CxC	CxC	wise	Paul_wanted_to_keep_his_excellent_employee_happy.	He_promoted_her.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	5	9	54-rude-CxD	CxD	rude	Ann_was_talking_to_a_person_hard_of_hearing.	She_spoke_very_loudly.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	5	9	1-smart-CxD	CxD	smart	Jane's_neighbor_complained_about_the_loud_music.	She_turned_up_the_volume.	1	9	22-brave-CnD	CnD	brave	Greg_saw_a_man_hit_a_dog.	He_walked_away.	6	9	58-mean-CxC	CxC	mean	Jack's_wife_wanted_to_sleep_in.	He_woke_her_up_at_5am.	4	9	28-lucky-CnC	CnC	lucky	Eve_bought_a_raffle_ticket._	She_won_the_first_prize.	4	9	12-stupid-CnC	CnC	stupid	Zack_inherited_a_lot_of_money.	He_gambled_it_all_away.	5	9	44-polite-CxC	CxC	polite	Chad_was_watching_a_theater_play.	He_applauded.	4	9	40-foolish-CxC	CxC	foolish	Kate_was_watching_a_movie.	She_wore_sun_glasses.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VW6495TLJ1OLJD54BGRC8EJA85YY6	A2SVSV72RYECB7	Approved	Tue Aug 26 13:32:02 CEST 2014	Mon Aug 25 20:50:28 CEST 2014	Mon Aug 25 20:52:02 CEST 2014	Mon Aug 25 23:04:27 CEST 2014					1212	600	"""Firefox"""	1	"""35"""	"""English"""	"""Yes"""	""""""	1	2	14-fortunate-CnD	CnD	fortunate	Sue_just_bought_a_new_car.	She_hit_a_deer.	1	2	54-rude-CnD	CnD	rude	Ann_was_chatting_with_her_friend_Mark.	She_asked_about_his_children.	3	2	35-wise-CnD	CnD	wise	Paul_was_staying_in_a_bad_part_of_town.	He_went_out_alone_at_night.	6	2	45-polite-CxC	CxC	polite	Chad_watched_a_street_comedian.	He_laughed.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	1	2	37-foolish-CnD	CnD	foolish	Kate_was_working_a_very_stressful_job.	She_took_relaxation_classes.	5	2	60-mean-CxC	CxC	mean	Jack_didn't_want_to_wait_his_turn.	He_cut_the_line.	2	2	3-smart-CxD	CxD	smart	Jane_had_the_measles.	She_went_to_school.	7	2	27-lucky-CnC	CnC	lucky	Eve_was_attacked_last_night.	She_escaped_her_attackers.	4	2	19-brave-CxD	CxD	brave	Greg_forgot_to_shave_this_morning.	He_admitted_it.	2	2	10-stupid-CxD	CxD	stupid	Zack_was_drinking_a_glass_of_wine.	He_took_a_sip.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3TXMY6UCAEP29ELEH9H82VJY8B5QCM	A2SE32YC1X9AQR	Approved	Tue Aug 26 13:32:12 CEST 2014	Mon Aug 25 20:49:05 CEST 2014	Mon Aug 25 20:52:12 CEST 2014	Mon Aug 25 23:04:27 CEST 2014					1839	600	"""Firefox"""	22	"""28"""	"""English"""	"""Yes"""	""""""	7	23	32-wise-CnC	CnC	wise	Paul_went_on_a_long_hike.	He_brought_plenty_of_water.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	1	23	58-mean-CnD	CnD	mean	Jack_had_a_date_last_Sunday.	He_paid_for_dinner.	1	23	49-rude-CnD	CnD	rude	Ann_was_angry_at_her_sister_Carol.	She_explained_to_Carol_what_had_upset_her.	7	23	17-fortunate-CnC	CnC	fortunate	Sue_was_visiting_New_York.	She_stayed_at_the_Ritz-Carlton.	7	23	20-brave-CxC	CxC	brave	Greg_was_asked_to_speak_up_against_the_crime_boss.	He_agreed_to_do_it.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	23	44-polite-CnC	CnC	polite	Chad_met_his_neighbor_for_the_first_time.	He_asked_about_his_children.	7	23	12-stupid-CxC	CxC	stupid	Zack_is_lactose_intolerant.	He_drank_a_milk_shake.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	23	4-smart-CxC	CxC	smart	Jane_always_has_to_know_what_time_it_is.	She_bought_a_watch.	7	23	30-lucky-CnC	CnC	lucky	Eve_was_in_a_car_accident.	She_got_away_unscathed.	5	23	39-foolish-CnC	CnC	foolish	Kate_went_on_a_beach_vacation.	She_worked_insane_hours_every_day.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	32VNZTT0A75ZQBNZ190QONHFCKRR4C	A1H11P4QSM08Y1	Approved	Tue Aug 26 13:32:36 CEST 2014	Mon Aug 25 20:50:04 CEST 2014	Mon Aug 25 20:52:36 CEST 2014	Mon Aug 25 23:04:27 CEST 2014					1853	600	"""Chrome"""	20	"""30"""	"""english"""	"""Yes"""	""""""	4	21	54-rude-CnC	CnC	rude	Ann_was_chatting_with_her_friend_Mark.	She_talked_only_about_herself.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	5	21	23-brave-CxC	CxC	brave	Greg_had_to_travel_through_Iraq_alone.	He_made_the_trip.	1	21	11-stupid-CnD	CnD	stupid	Zack_couldn't_afford_the_leather_jacket.	He_started_saving_for_it.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	21	13-fortunate-CxC	CxC	fortunate	Sue_got_into_a_rain_storm.	She_had_a_big_umbrella_with_her.	1	21	40-foolish-CnD	CnD	foolish	Kate's_favorite_shampoo_was_on_sale.	She_bought_two_bottles.	1	21	6-smart-CnD	CnD	smart	Jane_parked_her_car.	She_left_the_lights_on.	4	21	29-lucky-CxC	CxC	lucky	Eve_was_playing_tennis_against_a_pro.	She_won_two_games.	7	21	59-mean-CnC	CnC	mean	Jack_bumped_his_shopping_cart_into_a_woman.	He_laughed_when_she_cried.	6	21	34-wise-CnC	CnC	wise	Paul's_parents_were_fighting.	He_stayed_out_of_it.	1	21	48-polite-CxD	CxD	polite	Chad_heard_that_his_dog_died.	He_smiled.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3WYGZ5XF3WGW5SCF1QNBLEB7V8ZSKQ	A2BOTRWMX54PI5	Approved	Tue Aug 26 13:32:41 CEST 2014	Mon Aug 25 20:50:53 CEST 2014	Mon Aug 25 20:52:41 CEST 2014	Mon Aug 25 23:04:39 CEST 2014					1304	600	"""Firefox"""	17	"""21"""	"""english"""	"""Yes"""	""""""	7	18	42-foolish-CxC	CxC	foolish	Kate_can't_swim.	She_jumped_into_the_water.	1	18	12-stupid-CxD	CxD	stupid	Zack_was_hungry.	He_drank_a_milk_shake.	4	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	1	18	18-fortunate-CxD	CxD	fortunate	Sue_was_at_her_best_friend's_wedding.	She_fell_asleep.	7	18	32-wise-CxC	CxC	wise	Paul_was_being_mugged.	He_started_yelling_loudly.	1	18	48-polite-CnD	CnD	polite	Chad_was_chatting_with_his_friend_Betty.	He_talked_only_about_himself.	1	18	27-lucky-CxD	CxD	lucky	Eve_was_called_in_for_jury_duty.	She_was_chosen.	7	18	1-smart-CxC	CxC	smart	Jane's_father_couldn't_hear_the_TV.	She_turned_up_the_volume.	5	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	4	18	19-brave-CnD	CnD	brave	Greg_saw_a_child_drowning_in_a_river.	He_watched_from_the_river_bank.	7	18	53-rude-CnC	CnC	rude	Ann_had_insulted_her_husband.	She_laughed_at_his_tears.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	7	18	57-mean-CxC	CxC	mean	Jack's_customer_asked_him_to_drive_faster.	He_slowed_the_car_down.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3UN61F00HWQHMURZFEJ0TFNTCGMR5H	A1FHY6RNR9QHT9	Approved	Tue Aug 26 13:32:59 CEST 2014	Mon Aug 25 20:50:24 CEST 2014	Mon Aug 25 20:52:59 CEST 2014	Mon Aug 25 23:04:39 CEST 2014					1218	600	"""Chrome"""	4	"""27"""	"""English"""	"""Yes"""	""""""	1	5	58-mean-CxD	CxD	mean	Jack's_wife_had_asked_him_to_wake_her_really_early.	He_woke_her_up_at_5am.	1	5	15-fortunate-CnD	CnD	fortunate	Sue_was_traveling_in_France.	She_got_robbed.	5	5	2-smart-CxC	CxC	smart	Jane_saw_a_man_with_a_gun.	She_called_the_police.	1	5	41-foolish-CxD	CxD	foolish	Kate_was_invited_to_a_formal_dinner.	She_wore_high_heels.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	5	21-brave-CxC	CxC	brave	Greg_was_offered_a_job_as_a_lion_tamer.	He_took_the_job.	1	5	53-rude-CnD	CnD	rude	Ann_had_insulted_her_husband.	She_apologized.	1	5	7-stupid-CnD	CnD	stupid	Zack_was_in_a_severe_thunderstorm.	He_found_shelter_in_a_basement.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	7	5	36-wise-CnC	CnC	wise	Paul_had_the_flu.	He_stayed_in_bed.	3	5	30-lucky-CxC	CxC	lucky	Eve_did_not_understand_her_chemistry_class.	She_got_a_B.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	3	5	46-polite-CnD	CnD	polite	Chad_was_standing_in_front_of_his_friend's_door.	He_was_eavesdropping.
