workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough
75,36DSNE9QZ5ZMWGE4CO6Q0U1TKZVJOV,9,30,"""English""","""Yes""",Trial11,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,11,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
22,31Z0PCVWUKG9PDIA7W3SRE27RAK7T1,1,22,"""English""","""Yes""",Trial12,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,12,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
20,354P56DE9K48AD5VIWY2H96LPR67SC,1,25,"""english""","""Yes""",Trial12,2 15-fortunate-CxC-E CxC Sue_spontaneously_went_to_the_beach. She_was_wearing_flip-flops. 7 fortunate_enough She_was_wearing_high_heels. to_be_wearing_flip-flops E,12,2,15-fortunate-CxC-E,CxC,Sue_spontaneously_went_to_the_beach.,She_was_wearing_flip-flops.,7,fortunate_enough,She_was_wearing_high_heels.,to_be_wearing_flip-flops,E
16,3TE3O857309PNX8CXVH2V8KHS91R2S,1,35,"""english""","""Yes""",Trial12,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,12,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
12,36U2A8VAG10T1EOO0WF030Z8CW2YKN,5,21,"""English%2C+Polish""","""Yes""",Trial12,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,12,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
118,374TNBHA8BWFCHMJD1ZXZMBHB2UQY7,5,61,"""English""","""Yes""",Trial12,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,12,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
120,3WJEQKOXA83QZV4ZCGV2VZL20Z01AE,7,28,"""English""","""Yes""",Trial12,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,12,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
4,3RXCAC0YIRQ9KM1NX1WR6VJDC0IG8O,9,25,"""English""","""Yes""",Trial12,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,12,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
15,3MD9PLUKKIFUEAJWTV9Z9ZPECLBNZ8,10,34,"""english""","""Yes""",Trial12,11 50-rude-CnC-noE CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 6 rude She_was_kind_to_his_unfriendly_wife. to_insult_his_wife noE,12,11,50-rude-CnC-noE,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,6,rude,She_was_kind_to_his_unfriendly_wife.,to_insult_his_wife,noE
84,3WI0P0II61TCQ76SUK1JRRBLP0QRD1,7,29,"""English""","""Yes""",Trial12,8 44-polite-CxC-noE CxC Chad_was_watching_a_theater_play. He_applauded. 7 polite He_didn't_applaud_at_the_end. to_applaud noE,12,8,44-polite-CxC-noE,CxC,Chad_was_watching_a_theater_play.,He_applauded.,7,polite,He_didn't_applaud_at_the_end.,to_applaud,noE
83,3JZQSN0I3QBIZ1BA5F2XGN0ZZ4VGF5,5,22,"""English""","""Yes""",Trial12,6 41-foolish-CnC-noE CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 6 foolish She_listened_to_him. to_ignore_him noE,12,6,41-foolish-CnC-noE,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,6,foolish,She_listened_to_him.,to_ignore_him,noE
114,3TMFV4NEP8F5H8RNC609SY516O8W83,6,24,"""english""","""Yes""",Trial12,7 28-lucky-CnC-noE CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 7 lucky She_won_a_consolation_prize. to_win_the_first_prize noE,12,7,28-lucky-CnC-noE,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,7,lucky,She_won_a_consolation_prize.,to_win_the_first_prize,noE
101,3M0BCWMB8VXOJ6PUFIKJJ0V2EUUBWI,2,25,"""english""","""Yes""",Trial12,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 4 proud She_didn't_graduate. to_have_graduated_from_college na,12,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,4,proud,She_didn't_graduate.,to_have_graduated_from_college,na
25,3SITXWYCNVA386UKPNG5LJ99NW0BXB,6,30,"""English""","""Yes""",Trial12,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,12,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
6,3F6HPJW4JD1UVTPYWPR8I7SYKOGW20,3,72,"""English""","""Yes""",Trial12,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,12,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
63,3FDJT1UU749VZQE4PUA3S31FHRY5KE,11,22,"""English""","""Yes""",Trial12,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,12,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
82,3YMU66OBIN92DX2G05QXJ8CCFJ8GH3,6,31,"""English""","""Yes""",Trial12,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,12,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
26,3NKQQ8O39Y646ZY9YEWOW2Y5WZUDUR,9,44,"""English""","""Yes""",Trial12,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,12,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
92,3TE3O857309PNX8CXVH2V8KHS912R3,8,44,"""English""","""Yes""",Trial12,9 39-foolish-CxC-E CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 7 foolish_enough She_made_sure_she_was_safe. to_take_her_top_off E,12,9,39-foolish-CxC-E,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,7,foolish_enough,She_made_sure_she_was_safe.,to_take_her_top_off,E
65,3V5Q80FXIXSX4VNAM5G6DAH1MVL320,3,28,"""English""","""No""",Trial12,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,12,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
85,3WSELTNVR33R8FG8EZFC154XSIQATV,2,32,"""English""","""Yes""",Trial12,3 50-rude-CxC-E CxC Ann_got_reprimanded_by_her_boss. She_ignored_him. 7 rude_enough She_apologized_for_her_mistake. to_ignore_him E,12,3,50-rude-CxC-E,CxC,Ann_got_reprimanded_by_her_boss.,She_ignored_him.,7,rude_enough,She_apologized_for_her_mistake.,to_ignore_him,E
98,3HHRAGRYX86XQ41VQCFDB0NQNSRO98,10,32,"""English""","""Yes""",Trial12,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,12,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
42,34S9DKFK73QU9K9RX97GVSGC6R7YNS,0,28,"""English""","""Yes""",Trial12,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,12,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
21,3VAR3R6G1P2XCZILLK9ZB4SF3M9O8J,3,24,"""english""","""Yes""",Trial12,4 59-mean-CnC-E CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 7 mean_enough He_felt_bad_and_apologized. to_laugh_when_she_cried E,12,4,59-mean-CnC-E,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,7,mean_enough,He_felt_bad_and_apologized.,to_laugh_when_she_cried,E
11,3SKEMFQBZ36EM8X6NSH64NB6JHZ8KJ,1,24,"""English""","""Yes""",Trial12,2 39-foolish-CxC-noE CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 7 foolish She_made_sure_she_was_safe. to_take_her_top_off noE,12,2,39-foolish-CxC-noE,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,7,foolish,She_made_sure_she_was_safe.,to_take_her_top_off,noE
62,3ZSY5X72NXC3U4XHKTFZ2LNKTEXROY,9,42,"""english""","""Yes""",Trial12,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,12,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
59,336YQZE83VFQPEE7A6NJ7GTJ6WT5MJ,5,27,"""English""","""Yes""",Trial12,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,12,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
2,3MB8LZR5BFU91FHPHHQA9SXC3HYLKI,4,21,"""Spanish+and+English""","""Yes""",Trial12,5 52-rude-CnC-E CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 7 rude_enough She_knocked_to_let_him_know_she_was_there. to_be_eavesdropping E,12,5,52-rude-CnC-E,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,7,rude_enough,She_knocked_to_let_him_know_she_was_there.,to_be_eavesdropping,E
100,3GDTJDAPVUC9CWX984UMJ03A8MU8MO,0,26,"""English""","""Yes""",Trial12,1 8-stupid-CnC-noE CnC Zack_left_the_bar_drunk. He_drove_home. 3 stupid He_called_a_taxi. to_drive_home noE,12,1,8-stupid-CnC-noE,CnC,Zack_left_the_bar_drunk.,He_drove_home.,3,stupid,He_called_a_taxi.,to_drive_home,noE
111,3XC1O3LBOSN84Y7CBQ42AJK8MUPTLW,10,31,"""English""","""Yes""",Trial12,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,12,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
10,320DUZ38G7NY43X6O5TIVLSRSBCGJ8,4,29,"""English""","""Yes""",Trial12,5 15-fortunate-CnC-noE CnC Sue_was_traveling_in_France. She_spoke_some_French. 6 fortunate She_couldn't_understand_the_language. to_speak_some_French noE,12,5,15-fortunate-CnC-noE,CnC,Sue_was_traveling_in_France.,She_spoke_some_French.,6,fortunate,She_couldn't_understand_the_language.,to_speak_some_French,noE
71,3BWI6RSP7GA70U0DH1EXSS26O0XE7I,10,28,"""English""","""Yes""",Trial12,11 50-rude-CnC-noE CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 7 rude She_was_kind_to_his_unfriendly_wife. to_insult_his_wife noE,12,11,50-rude-CnC-noE,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,7,rude,She_was_kind_to_his_unfriendly_wife.,to_insult_his_wife,noE
119,32Q90QCQ1SMVV97X0V36WX7SUKYEKP,1,29,"""english""","""Yes""",Trial12,2 3-smart-CxC-E CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 2 smart_enough She_dropped_out_of_school. to_go_to_school E,12,2,3-smart-CxC-E,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,2,smart_enough,She_dropped_out_of_school.,to_go_to_school,E
104,3D4CH1LGEAU9YRKX2T256REOW619G7,6,24,"""english""","""Yes""",Trial12,7 21-brave-CxC-E CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 6 brave_enough He_didn't_take_it. to_take_the_job E,12,7,21-brave-CxC-E,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,6,brave_enough,He_didn't_take_it.,to_take_the_job,E
87,3JJVG1YBEBYU6NAAJHXAT0IPUXPB50,6,25,"""English""","""Yes""",Trial12,7 21-brave-CxC-E CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 7 brave_enough He_didn't_take_it. to_take_the_job E,12,7,21-brave-CxC-E,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,7,brave_enough,He_didn't_take_it.,to_take_the_job,E
35,39GAF6DQWR1ARJ7XNBMYRMZFL911VF,1,23,"""English""","""Yes""",Trial12,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,12,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
13,3KOPY89HM83XARLITQMYCR3IO683JO,1,30,"""english""","""Yes""",Trial12,2 44-polite-CxC-E CxC Chad_was_watching_a_theater_play. He_applauded. 6 polite_enough He_didn't_applaud_at_the_end. to_applaud E,12,2,44-polite-CxC-E,CxC,Chad_was_watching_a_theater_play.,He_applauded.,6,polite_enough,He_didn't_applaud_at_the_end.,to_applaud,E
77,3DI28L7YXAFTP8LBSLXORIBTLEXE1L,11,21,"""English""","""Yes""",Trial12,12 20-brave-CxC-E CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 7 brave_enough He_refused_to_speak_up. to_agree_to_do_it E,12,12,20-brave-CxC-E,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,7,brave_enough,He_refused_to_speak_up.,to_agree_to_do_it,E
93,38BQUHLA9W1CXOKPFLJIGMTANRYOM7,8,38,"""english""","""Yes""",Trial12,9 13-fortunate-CnC-E CnC Sue_was_bitten_by_a_shark. She_got_away_with_a_few_cuts. 5 fortunate_enough She_lost_a_leg. to_get_away_with_a_few_cuts E,12,9,13-fortunate-CnC-E,CnC,Sue_was_bitten_by_a_shark.,She_got_away_with_a_few_cuts.,5,fortunate_enough,She_lost_a_leg.,to_get_away_with_a_few_cuts,E
73,3ND9UOO81K30WFB66V9DX3R7QO7WLP,11,43,"""Korean%2C+English""","""Yes""",Trial12,12 17-fortunate-CxC-E CxC Sue_needed_a_present_for_her_sick_friend. She_had_a_flower_bouquet. 2 fortunate_enough She_didn't_have_anything. to_have_a_flower_bouquet E,12,12,17-fortunate-CxC-E,CxC,Sue_needed_a_present_for_her_sick_friend.,She_had_a_flower_bouquet.,2,fortunate_enough,She_didn't_have_anything.,to_have_a_flower_bouquet,E
28,3TS1AR6UQQFZ6809CCY3AAN601DF72,3,52,"""English""","""Yes""",Trial12,4 42-foolish-CnC-noE CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 7 foolish She_wore_sneakers. to_wear_high_heels noE,12,4,42-foolish-CnC-noE,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,7,foolish,She_wore_sneakers.,to_wear_high_heels,noE
68,39KFRKBFINWCR593YO7TAHGHW1COYX,0,23,"""ENGLISH""","""Yes""",Trial12,1 3-smart-CxC-noE CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 4 smart She_dropped_out_of_school. to_go_to_school noE,12,1,3-smart-CxC-noE,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,4,smart,She_dropped_out_of_school.,to_go_to_school,noE
36,34HJIJKLP5XRJI4GAT50PK6IXTBV4M,9,23,"""English""","""Yes""",Trial12,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 4 sad She_shared_an_apartment_with_some_friends. to_live_alone na,12,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,4,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
67,3DYGAII7PL9L33UIME3EMVI57XSPQD,11,43,"""English""","""Yes""",Trial12,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,12,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
115,3O7L7BFSHEQ4PEH90SIUJHSF2G9EIE,8,34,"""English""","""Yes""",Trial12,9 7-stupid-CxC-noE CxC Zack_had_the_measles. He_went_to_school. 4 stupid He_stayed_in_his_room. to_go_to_school noE,12,9,7-stupid-CxC-noE,CxC,Zack_had_the_measles.,He_went_to_school.,4,stupid,He_stayed_in_his_room.,to_go_to_school,noE
128,3OVHNO1VE62LSYSJ41VWDUDKYH9ZD2,6,37,"""english""","""Yes""",Trial12,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,12,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
48,3U088ZLJVKUNZJMKH2NUZJZJNQWW0G,1,34,"""english""","""Yes""",Trial12,2 53-rude-CnC-E CnC Ann_had_insulted_her_husband. She_laughed_at_his_tears. 5 rude_enough She_felt_terrible_and_apologized. to_laugh_at_his_tears E,12,2,53-rude-CnC-E,CnC,Ann_had_insulted_her_husband.,She_laughed_at_his_tears.,5,rude_enough,She_felt_terrible_and_apologized.,to_laugh_at_his_tears,E
66,3T111IHZ5ER0NHTBI4WH5VSVYFC9R3,7,35,"""English""","""Yes""",Trial12,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,12,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
76,3UJ1CZ6IZHQTN9RCU3J5JPSPYLB5SV,6,58,"""English""","""Yes""",Trial12,7 13-fortunate-CnC-noE CnC Sue_was_bitten_by_a_shark. She_got_away_with_a_few_cuts. 3 fortunate She_lost_a_leg. to_get_away_with_a_few_cuts noE,12,7,13-fortunate-CnC-noE,CnC,Sue_was_bitten_by_a_shark.,She_got_away_with_a_few_cuts.,3,fortunate,She_lost_a_leg.,to_get_away_with_a_few_cuts,noE
79,3QFUFYSY9YG2NLIQAE0W7Y3W9ZNF4I,7,32,"""English""","""Yes""",Trial12,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 2 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,12,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,2,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
81,3NS0A6KXC49O4I2A6RW4JFGHB9PZGC,10,41,"""English+""","""Yes""",Trial12,11 29-lucky-CnC-E CnC Eve_wanted_to_be_a_model. She_had_beautiful_skin. 5 lucky_enough She_had_bad_skin. to_have_beautiful_skin E,12,11,29-lucky-CnC-E,CnC,Eve_wanted_to_be_a_model.,She_had_beautiful_skin.,5,lucky_enough,She_had_bad_skin.,to_have_beautiful_skin,E
5,3C8HJ7UOP7VOWSYWHUUZWK0E7V2MZ8,7,39,"""English""","""Yes""",Trial12,8 17-fortunate-CxC-noE CxC Sue_needed_a_present_for_her_sick_friend. She_had_a_flower_bouquet. 1 fortunate She_didn't_have_anything. to_have_a_flower_bouquet noE,12,8,17-fortunate-CxC-noE,CxC,Sue_needed_a_present_for_her_sick_friend.,She_had_a_flower_bouquet.,1,fortunate,She_didn't_have_anything.,to_have_a_flower_bouquet,noE
57,3634BBTX0OVWVSH5V3201ZDFEHOFIX,8,31,"""English""","""Yes""",Trial12,9 7-stupid-CxC-noE CxC Zack_had_the_measles. He_went_to_school. 3 stupid He_stayed_in_his_room. to_go_to_school noE,12,9,7-stupid-CxC-noE,CxC,Zack_had_the_measles.,He_went_to_school.,3,stupid,He_stayed_in_his_room.,to_go_to_school,noE
116,36H9ULYP62VSQ31BDLN0D0SFRWDFJ9,6,24,"""English""","""Yes""",Trial12,7 52-rude-CnC-noE CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 4 rude She_knocked_to_let_him_know_she_was_there. to_be_eavesdropping noE,12,7,52-rude-CnC-noE,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,4,rude,She_knocked_to_let_him_know_she_was_there.,to_be_eavesdropping,noE
60,32SVAV9L3FAM9YIEZK9LJS0ZYJEA3F,11,23,"""English""","""Yes""",Trial12,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,12,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
133,33JKGHPFYCVUF3KDE6J51XT5XHUNMS,5,45,"""english""","""Yes""",Trial12,6 43-polite-CxC-noE CxC Chad's_friend_wanted_to_change_her_clothing. He_closed_his_eyes. 1 polite He_watched_her_change. to_close_his_eyes noE,12,6,43-polite-CxC-noE,CxC,Chad's_friend_wanted_to_change_her_clothing.,He_closed_his_eyes.,1,polite,He_watched_her_change.,to_close_his_eyes,noE
39,3TR2532VIPVW7A80CSKWJUF2YX9J69,2,35,"""ENGLISH""","""Yes""",Trial12,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,12,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
86,3CN4LGXD5XP8NCZLF4SKWJACFAD4Y4,10,40,"""English""","""Yes""",Trial12,11 50-rude-CnC-noE CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 5 rude She_was_kind_to_his_unfriendly_wife. to_insult_his_wife noE,12,11,50-rude-CnC-noE,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,5,rude,She_was_kind_to_his_unfriendly_wife.,to_insult_his_wife,noE
132,3F6HPJW4JD1UVTPYWPR8I7SYKOHW21,6,65,"""English""","""Yes""",Trial12,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,12,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
32,3M68NM076H8D5YRDKXT5LL1T8E56RQ,2,33,"""english""","""Yes""",Trial12,3 28-lucky-CxC-E CxC Eve_has_a_5th_grade_education. She_got_a_minimum_wage_job 3 lucky_enough She_can't_get_a_job. to_get_a_minimum_wage_job E,12,3,28-lucky-CxC-E,CxC,Eve_has_a_5th_grade_education.,She_got_a_minimum_wage_job,3,lucky_enough,She_can't_get_a_job.,to_get_a_minimum_wage_job,E
89,3RSDURM96ANQFEWE4A4X55M3SZ7YE4,9,33,"""English""","""Yes""",Trial12,10 30-lucky-CnC-E CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 7 lucky_enough She_got_badly_hurt. to_get_away_unscathed E,12,10,30-lucky-CnC-E,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,7,lucky_enough,She_got_badly_hurt.,to_get_away_unscathed,E
105,3EWIJTFFVO8TIJ0TW2TODDSJGMS0E5,11,54,"""English""","""Yes""",Trial12,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,12,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
45,379J5II41OH6FFPFLVF7BXK7JK3LEZ,7,30,"""English""","""Yes""",Trial12,8 30-lucky-CnC-noE CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 5 lucky She_got_badly_hurt. to_get_away_unscathed noE,12,8,30-lucky-CnC-noE,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,5,lucky,She_got_badly_hurt.,to_get_away_unscathed,noE
61,3IXQG4FA2TZD7ACMM7AR5GNRGTA9BR,4,26,"""English""","""Yes""",Trial12,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,12,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
58,3M0NZ3JDP1ZQOLDQPVDDFIPSL0CZ5V,8,31,"""English""","""Yes""",Trial12,9 39-foolish-CxC-E CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 5 foolish_enough She_made_sure_she_was_safe. to_take_her_top_off E,12,9,39-foolish-CxC-E,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,5,foolish_enough,She_made_sure_she_was_safe.,to_take_her_top_off,E
